,nama_band,genre,nama_album,tipe,tgl_rilis,judul_lagu,track_popularity,durasi,energy,danceability,tempo,instrumentalness,loudness,speech,liveness,valence
489,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Somebody Else,21,217267,0.651,0.415,135.036,2.13e-05,-5.746,0.0331,0.114,0.358
490,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Bug Bytes,0,210867,0.943,0.5,110.091,0.0,-4.046,0.124,0.283,0.389
491,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Blind,0,190467,0.888,0.198,180.351,0.00715,-4.834,0.0612,0.117,0.695
492,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Bother,0,239160,0.239,0.265,180.481,2.39e-05,-9.439,0.0297,0.134,0.145
493,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Shelter,0,211467,0.863,0.444,114.788,1.25e-05,-6.664,0.0622,0.104,0.229
494,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,When It Started,31,174533,0.64,0.708,132.016,0.00576,-8.381,0.0339,0.134,0.921
495,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Hate To Say I Told You So,0,200467,0.918,0.459,135.858,0.00664,-5.896,0.0544,0.427,0.472
496,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Invisible Man,0,159573,0.914,0.441,142.055,2.1e-05,-5.361,0.0769,0.206,0.573
497,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Undercover,18,236893,0.828,0.409,126.008,1.48e-05,-5.703,0.0482,0.36,0.28
498,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,My Nutmeg Phantasy (featuring Angie Stone & Mos Def) - Morello Mix,20,267573,0.824,0.665,94.152,0.0,-5.901,0.0403,0.106,0.581
499,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,I-IV-V,0,182373,0.952,0.285,89.401,0.0,-5.096,0.138,0.355,0.275
500,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,She Was My Girl,0,257200,0.861,0.442,128.68,0.0153,-4.683,0.0711,0.0566,0.531
501,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Main Titles,23,221600,0.607,0.225,124.739,0.949,-10.579,0.05,0.0737,0.165
502,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Farewell,19,282627,0.0512,0.14,101.394,0.87,-19.088,0.0362,0.0995,0.0397
503,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Theme from Spider Man,32,176733,0.956,0.468,114.96,2.75e-05,-4.625,0.0928,0.457,0.352
504,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,An Easy Slide (Rendezvous You Too),1,130013,0.661,0.778,98.698,0.907,-13.508,0.134,0.113,0.747
505,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Southern State,5,286400,0.538,0.489,115.76,0.0,-8.444,0.0617,0.332,0.211
506,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Heart Disease,2,210707,0.928,0.513,120.052,0.000277,-6.206,0.0425,0.68,0.633
507,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,The Best Noise,1,204680,0.521,0.588,110.026,0.0604,-6.385,0.0293,0.232,0.094
508,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Silver Wind,1,147333,0.932,0.6,130.324,0.921,-4.29,0.0473,0.0924,0.678
509,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,You Are Majestic,2,322787,0.476,0.74,104.021,0.135,-11.245,0.0833,0.101,0.336
510,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Ill Street Blues,1,104773,0.304,0.694,90.084,0.0279,-16.894,0.134,0.855,0.469
511,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Ain't That Lovin' You,1,231480,0.869,0.679,126.227,0.103,-3.22,0.0364,0.311,0.937
512,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Hey You Dreamer - Colors of Sound,1,100893,0.421,0.341,106.328,0.91,-13.292,0.0291,0.235,0.666
513,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Ritual - Acoutsic,1,238507,0.2,0.519,119.651,0.0,-14.24,0.0332,0.116,0.0782
514,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,This City,1,199947,0.634,0.672,120.101,9.44e-05,-6.195,0.0349,0.286,0.391
515,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Winging It,1,177360,0.306,0.504,129.757,0.93,-10.564,0.0353,0.085,0.442
516,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Caring is Creepy - Solo Acoustic Version,10,206720,0.437,0.503,97.049,5.9e-05,-6.658,0.0394,0.169,0.329
517,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Is That All,1,149640,0.412,0.56,152.158,0.546,-10.536,0.0305,0.205,0.303
518,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,A Saxophone in New York,1,30240,0.0761,0.336,128.896,0.0301,-13.916,0.0783,0.111,0.0404
519,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Bar Tremolinos (o-No-You-Den),3,202693,0.904,0.664,101.278,0.699,-7.12,0.0574,0.255,0.804
520,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Where Do We Go from Here?,1,303493,0.61,0.556,89.36,0.0,-6.277,0.0739,0.0771,0.917
521,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Mercy Mercy Me,32,167880,0.858,0.336,91.74,0.0563,-6.983,0.083,0.354,0.759
522,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Live from Nowhere Near You, Vol. II",compilation,2011-09-23,Troubadour,2,290520,0.519,0.65,91.979,0.0935,-9.179,0.0296,0.339,0.501
